pref,city,2023-07-12
滋賀県,滋賀県,349
滋賀県,大津市,112
滋賀県,彦根市,41
滋賀県,長浜市,11
滋賀県,近江八幡市,19
滋賀県,草津市,56
滋賀県,守山市,32
滋賀県,栗東市,16
滋賀県,甲賀市,14
滋賀県,野洲市,12
滋賀県,湖南市,4
滋賀県,高島市,6
滋賀県,東近江市,13
滋賀県,米原市,1
滋賀県,蒲生郡日野町,4
滋賀県,蒲生郡竜王町,2
滋賀県,愛知郡愛荘町,5
滋賀県,犬上郡豊郷町,1
京都府,京都府,1438
京都府,京都市北区,71
京都府,京都市上京区,72
京都府,京都市左京区,76
京都府,京都市中京区,298
京都府,京都市東山区,84
京都府,京都市下京区,148
京都府,京都市南区,60
京都府,京都市右京区,93
京都府,京都市伏見区,118
京都府,京都市山科区,57
京都府,京都市西京区,48
京都府,福知山市,21
京都府,舞鶴市,37
京都府,綾部市,4
京都府,宇治市,53
京都府,宮津市,4
京都府,亀岡市,19
京都府,城陽市,14
京都府,向日市,20
京都府,長岡京市,32
京都府,八幡市,18
京都府,京田辺市,27
京都府,京丹後市,13
京都府,南丹市,5
京都府,木津川市,25
京都府,久世郡久御山町,6
京都府,綴喜郡井手町,1
京都府,綴喜郡宇治田原町,3
京都府,相楽郡和束町,2
京都府,相楽郡精華町,5
京都府,与謝郡伊根町,1
京都府,与謝郡与謝野町,3
大阪府,大阪府,8347
大阪府,大阪市都島区,182
大阪府,大阪市福島区,129
大阪府,大阪市此花区,50
大阪府,大阪市西区,240
大阪府,大阪市港区,54
大阪府,大阪市大正区,50
大阪府,大阪市天王寺区,158
大阪府,大阪市浪速区,137
大阪府,大阪市西淀川区,47
大阪府,大阪市東淀川区,140
大阪府,大阪市東成区,128
大阪府,大阪市生野区,99
大阪府,大阪市旭区,93
大阪府,大阪市城東区,139
大阪府,大阪市阿倍野区,164
大阪府,大阪市住吉区,163
大阪府,大阪市東住吉区,106
大阪府,大阪市西成区,75
大阪府,大阪市淀川区,243
大阪府,大阪市鶴見区,74
大阪府,大阪市住之江区,57
大阪府,大阪市平野区,104
大阪府,大阪市北区,811
大阪府,大阪市中央区,960
大阪府,堺市堺区,156
大阪府,堺市中区,64
大阪府,堺市東区,56
大阪府,堺市西区,91
大阪府,堺市南区,71
大阪府,堺市北区,122
大阪府,堺市美原区,25
大阪府,岸和田市,85
大阪府,豊中市,307
大阪府,池田市,96
大阪府,吹田市,273
大阪府,泉大津市,40
大阪府,高槻市,262
大阪府,貝塚市,46
大阪府,守口市,99
大阪府,枚方市,226
大阪府,茨木市,190
大阪府,八尾市,183
大阪府,泉佐野市,80
大阪府,富田林市,45
大阪府,寝屋川市,132
大阪府,河内長野市,47
大阪府,松原市,66
大阪府,大東市,63
大阪府,和泉市,91
大阪府,箕面市,139
大阪府,柏原市,24
大阪府,羽曳野市,39
大阪府,門真市,86
大阪府,摂津市,49
大阪府,高石市,36
大阪府,藤井寺市,29
大阪府,東大阪市,398
大阪府,泉南市,34
大阪府,四條畷市,28
大阪府,交野市,41
大阪府,大阪狭山市,36
大阪府,阪南市,19
大阪府,三島郡島本町,11
大阪府,豊能郡豊能町,3
大阪府,豊能郡能勢町,3
大阪府,泉北郡忠岡町,2
大阪府,泉南郡熊取町,26
大阪府,泉南郡田尻町,1
大阪府,泉南郡岬町,9
大阪府,南河内郡太子町,9
大阪府,南河内郡河南町,6
兵庫県,兵庫県,2717
兵庫県,神戸市東灘区,125
兵庫県,神戸市灘区,122
兵庫県,神戸市兵庫区,76
兵庫県,神戸市長田区,65
兵庫県,神戸市須磨区,79
兵庫県,神戸市垂水区,78
兵庫県,神戸市北区,90
兵庫県,神戸市中央区,581
兵庫県,神戸市西区,73
兵庫県,姫路市,167
兵庫県,尼崎市,229
兵庫県,明石市,120
兵庫県,西宮市,246
兵庫県,洲本市,24
兵庫県,芦屋市,55
兵庫県,伊丹市,92
兵庫県,相生市,2
兵庫県,豊岡市,9
兵庫県,加古川市,63
兵庫県,赤穂市,5
兵庫県,西脇市,8
兵庫県,宝塚市,133
兵庫県,三木市,18
兵庫県,高砂市,16
兵庫県,川西市,71
兵庫県,小野市,7
兵庫県,三田市,53
兵庫県,加西市,7
兵庫県,丹波篠山市,4
兵庫県,丹波市,11
兵庫県,南あわじ市,7
兵庫県,朝来市,4
兵庫県,淡路市,6
兵庫県,宍粟市,7
兵庫県,加東市,2
兵庫県,たつの市,10
兵庫県,川辺郡猪名川町,16
兵庫県,加古郡稲美町,5
兵庫県,加古郡播磨町,9
兵庫県,神崎郡福崎町,4
兵庫県,揖保郡太子町,8
兵庫県,赤穂郡上郡町,2
兵庫県,佐用郡佐用町,7
兵庫県,美方郡新温泉町,1
奈良県,奈良県,479
奈良県,奈良市,195
奈良県,大和高田市,17
奈良県,大和郡山市,21
奈良県,天理市,15
奈良県,橿原市,55
奈良県,桜井市,12
奈良県,五條市,1
奈良県,御所市,6
奈良県,生駒市,56
奈良県,香芝市,40
奈良県,葛城市,17
奈良県,宇陀市,5
奈良県,生駒郡平群町,1
奈良県,生駒郡三郷町,6
奈良県,生駒郡斑鳩町,6
奈良県,生駒郡安堵町,1
奈良県,磯城郡田原本町,6
奈良県,高市郡明日香村,1
奈良県,北葛城郡上牧町,4
奈良県,北葛城郡王寺町,1
奈良県,北葛城郡広陵町,5
奈良県,北葛城郡河合町,2
奈良県,吉野郡吉野町,1
奈良県,吉野郡大淀町,5
和歌山県,和歌山県,384
和歌山県,和歌山市,253
和歌山県,海南市,19
和歌山県,橋本市,13
和歌山県,有田市,3
和歌山県,御坊市,5
和歌山県,田辺市,10
和歌山県,新宮市,2
和歌山県,紀の川市,19
和歌山県,岩出市,31
和歌山県,海草郡紀美野町,2
和歌山県,伊都郡かつらぎ町,3
和歌山県,伊都郡九度山町,1
和歌山県,有田郡広川町,1
和歌山県,有田郡有田川町,7
和歌山県,日高郡美浜町,1
和歌山県,日高郡みなべ町,2
和歌山県,西牟婁郡白浜町,2
和歌山県,西牟婁郡上富田町,5
和歌山県,西牟婁郡すさみ町,1
和歌山県,東牟婁郡那智勝浦町,4
