pref,city,2022-07-09
福岡県,福岡県,1696
福岡県,北九州市門司区,37
福岡県,北九州市若松区,32
福岡県,北九州市戸畑区,11
福岡県,北九州市小倉北区,51
福岡県,北九州市小倉南区,52
福岡県,北九州市八幡東区,26
福岡県,北九州市八幡西区,63
福岡県,福岡市東区,64
福岡県,福岡市博多区,88
福岡県,福岡市中央区,51
福岡県,福岡市南区,45
福岡県,福岡市西区,40
福岡県,福岡市城南区,19
福岡県,福岡市早良区,42
福岡県,大牟田市,34
福岡県,久留米市,78
福岡県,直方市,20
福岡県,飯塚市,58
福岡県,田川市,35
福岡県,柳川市,25
福岡県,八女市,45
福岡県,筑後市,32
福岡県,大川市,26
福岡県,行橋市,39
福岡県,豊前市,23
福岡県,中間市,20
福岡県,小郡市,21
福岡県,筑紫野市,31
福岡県,春日市,15
福岡県,大野城市,13
福岡県,宗像市,48
福岡県,太宰府市,17
福岡県,古賀市,20
福岡県,福津市,30
福岡県,うきは市,19
福岡県,宮若市,22
福岡県,嘉麻市,22
福岡県,朝倉市,52
福岡県,みやま市,17
福岡県,糸島市,33
福岡県,那珂川市,11
福岡県,糟屋郡宇美町,15
福岡県,糟屋郡篠栗町,9
福岡県,糟屋郡志免町,13
福岡県,糟屋郡須恵町,7
福岡県,糟屋郡新宮町,14
福岡県,糟屋郡久山町,7
福岡県,糟屋郡粕屋町,15
福岡県,遠賀郡芦屋町,8
福岡県,遠賀郡水巻町,9
福岡県,遠賀郡岡垣町,11
福岡県,遠賀郡遠賀町,8
福岡県,鞍手郡小竹町,5
福岡県,鞍手郡鞍手町,11
福岡県,嘉穂郡桂川町,7
福岡県,朝倉郡筑前町,9
福岡県,三井郡大刀洗町,11
福岡県,三潴郡大木町,7
福岡県,八女郡広川町,11
福岡県,田川郡香春町,7
福岡県,田川郡添田町,9
福岡県,田川郡糸田町,5
福岡県,田川郡川崎町,11
福岡県,田川郡大任町,7
福岡県,田川郡赤村,4
福岡県,田川郡福智町,8
福岡県,京都郡苅田町,20
福岡県,築上郡吉富町,2
福岡県,築上郡上毛町,7
福岡県,築上郡築上町,12
佐賀県,佐賀県,388
佐賀県,佐賀市,61
佐賀県,唐津市,28
佐賀県,鳥栖市,23
佐賀県,多久市,22
佐賀県,伊万里市,37
佐賀県,武雄市,38
佐賀県,鹿島市,16
佐賀県,小城市,19
佐賀県,嬉野市,32
佐賀県,神埼市,15
佐賀県,神埼郡吉野ヶ里町,10
佐賀県,三養基郡基山町,14
佐賀県,三養基郡上峰町,6
佐賀県,三養基郡みやき町,16
佐賀県,東松浦郡玄海町,2
佐賀県,西松浦郡有田町,14
佐賀県,杵島郡大町町,9
佐賀県,杵島郡江北町,7
佐賀県,杵島郡白石町,12
佐賀県,藤津郡太良町,7
長崎県,長崎県,549
長崎県,長崎市,107
長崎県,佐世保市,65
長崎県,島原市,19
長崎県,諫早市,50
長崎県,大村市,42
長崎県,平戸市,37
長崎県,松浦市,20
長崎県,対馬市,16
長崎県,壱岐市,8
長崎県,五島市,19
長崎県,西海市,33
長崎県,雲仙市,23
長崎県,南島原市,23
長崎県,西彼杵郡長与町,13
長崎県,西彼杵郡時津町,12
長崎県,東彼杵郡東彼杵町,21
長崎県,東彼杵郡川棚町,3
長崎県,東彼杵郡波佐見町,8
長崎県,北松浦郡小値賀町,1
長崎県,北松浦郡佐々町,10
長崎県,南松浦郡新上五島町,19
熊本県,熊本県,706
熊本県,熊本市中央区,41
熊本県,熊本市東区,35
熊本県,熊本市西区,23
熊本県,熊本市南区,27
熊本県,熊本市北区,30
熊本県,八代市,54
熊本県,人吉市,19
熊本県,荒尾市,30
熊本県,水俣市,10
熊本県,玉名市,30
熊本県,山鹿市,30
熊本県,菊池市,19
熊本県,宇土市,16
熊本県,上天草市,18
熊本県,宇城市,28
熊本県,阿蘇市,8
熊本県,天草市,34
熊本県,合志市,21
熊本県,下益城郡美里町,10
熊本県,玉名郡玉東町,5
熊本県,玉名郡南関町,15
熊本県,玉名郡長洲町,8
熊本県,玉名郡和水町,11
熊本県,菊池郡大津町,17
熊本県,菊池郡菊陽町,19
熊本県,阿蘇郡南小国町,5
熊本県,阿蘇郡小国町,4
熊本県,阿蘇郡高森町,4
熊本県,阿蘇郡西原村,5
熊本県,阿蘇郡南阿蘇村,15
熊本県,上益城郡嘉島町,8
熊本県,上益城郡益城町,12
熊本県,上益城郡甲佐町,8
熊本県,上益城郡山都町,15
熊本県,八代郡氷川町,6
熊本県,葦北郡芦北町,11
熊本県,葦北郡津奈木町,4
熊本県,球磨郡錦町,3
熊本県,球磨郡多良木町,14
熊本県,球磨郡湯前町,2
熊本県,球磨郡水上村,13
熊本県,球磨郡相良村,3
熊本県,球磨郡五木村,3
